Cultura,UF,Município,Inicio,Termino
Milho,AL,Atalaia,11-Mar,30-Jun
Milho,AL,Atalaia,11-Mar,20-Jun
Milho,AL,Barra de Santo Antônio,11-Feb,20-Jul
Milho,AL,Barra de Santo Antônio,11-Feb,10-Jul
Milho,AL,Barra de Santo Antônio,11-Feb,20-Jun
Milho,AL,Barra de São Miguel,11-Mar,20-Jul
Milho,AL,Barra de São Miguel,11-Mar,10-Jul
Milho,AL,Barra de São Miguel,11-Mar,20-Jun
Milho,AL,Batalha,21-Mar,30-Jun
Milho,AL,Batalha,21-Mar,10-Jun
Milho,AL,Batalha,21-Mar,31-May
Milho,AL,Belém,11-Mar,10-Jul
Milho,AL,Belém,11-Mar,30-Jun
Milho,AL,Belém,11-Mar,10-Jun
Milho,AL,Belo Monte,21-Mar,30-Jun
Milho,AL,Belo Monte,21-Mar,10-Jun
Milho,AL,Belo Monte,21-Mar,31-May
Milho,AL,Boca da Mata,11-Mar,20-Jul
Milho,AL,Boca da Mata,11-Mar,30-Jun
Milho,AL,Boca da Mata,11-Mar,20-Jun
Milho,AL,Branquinha,11-Feb,20-Jul
Milho,AL,Branquinha,11-Feb,30-Jun
Milho,AL,Branquinha,11-Feb,20-Jun
Milho,AL,Cacimbinhas,21-Mar,30-Jun
Milho,AL,Cacimbinhas,21-Mar,10-Jun
Milho,AL,Cacimbinhas,21-Mar,31-May
Milho,AL,Cajueiro,11-Mar,20-Jul
Milho,AL,Cajueiro,11-Mar,30-Jun
Milho,AL,Cajueiro,11-Mar,20-Jun
Milho,AL,Campestre,01-Feb,20-Jul
Milho,AL,Campestre,11-Feb,30-Jun
Milho,AL,Campestre,11-Feb,20-Jun
Milho,AL,Campo Alegre,11-Mar,20-Jul
Milho,AL,Campo Alegre,11-Mar,30-Jun
Milho,AL,Campo Alegre,11-Mar,20-Jun
Milho,AL,Campo Grande,21-Mar,10-Jul
Milho,AL,Campo Grande,21-Mar,30-Jun
Milho,AL,Campo Grande,21-Mar,10-Jun
Milho,AL,Canapi,01-Apr,31-May
Milho,AL,Canapi,21-Mar,10-May
Milho,AL,Canapi,11-Mar,20-Apr
Milho,AL,Capela,11-Feb,20-Jul
Milho,AL,Capela,11-Feb,30-Jun
Milho,AL,Capela,11-Mar,20-Jun
Milho,AL,Carneiros,21-Mar,10-Jun
Milho,AL,Carneiros,21-Mar,31-May
Milho,AL,Carneiros,21-Mar,10-May
Milho,AL,Chã Preta,11-Mar,20-Jul
Milho,AL,Chã Preta,11-Mar,30-Jun
Milho,AL,Chã Preta,11-Mar,10-Jun
Milho,AL,Coité do Nóia,21-Mar,10-Jul
Milho,AL,Coité do Nóia,21-Mar,30-Jun
Milho,AL,Coité do Nóia,21-Mar,10-Jun
Milho,AL,Colônia Leopoldina,11-Feb,20-Jul
Milho,AL,Colônia Leopoldina,11-Feb,30-Jun
Milho,AL,Colônia Leopoldina,11-Feb,20-Jun
Milho,AL,Coqueiro Seco,21-Feb,20-Jul
Milho,AL,Coqueiro Seco,11-Feb,10-Jul
Milho,AL,Coqueiro Seco,21-Feb,20-Jun
Milho,AL,Coruripe,11-Mar,20-Jul
Milho,AL,Coruripe,11-Mar,30-Jun
Milho,AL,Coruripe,11-Mar,20-Jun
Milho,AL,Craíbas,21-Mar,10-Jul
Milho,AL,Craíbas,21-Mar,20-Jun
Milho,AL,Craíbas,21-Mar,31-May
Milho,AL,Delmiro Gouveia,21-Apr,10-May
Milho,AL,Delmiro Gouveia,-,-
Milho,AL,Dois Riachos,21-Mar,20-Jun
Milho,AL,Dois Riachos,21-Mar,31-May
Milho,AL,Dois Riachos,21-Mar,20-May
Milho,AL,Estrela de Alagoas,21-Mar,30-Jun
Milho,AL,Estrela de Alagoas,21-Mar,20-Jun
Milho,AL,Estrela de Alagoas,21-Mar,31-May
Milho,AL,Feira Grande,21-Mar,10-Jul
Milho,AL,Feira Grande,21-Mar,30-Jun
Milho,AL,Feira Grande,21-Mar,10-Jun
Milho,AL,Feliz Deserto,11-Mar,20-Jul
Milho,AL,Feliz Deserto,11-Mar,30-Jun
Milho,AL,Feliz Deserto,11-Mar,20-Jun
Milho,AL,Flexeiras,11-Feb,20-Jul
Milho,AL,Flexeiras,11-Feb,10-Jul
Milho,AL,Flexeiras,11-Feb,20-Jun
Milho,AL,Girau do Ponciano,21-Mar,10-Jul
Milho,AL,Girau do Ponciano,21-Mar,20-Jun
Milho,AL,Girau do Ponciano,21-Mar,10-Jun
Milho,AL,Ibateguara,11-Feb,20-Jul
Milho,AL,Ibateguara,11-Feb,30-Jun
Milho,AL,Ibateguara,11-Feb,10-Jun
Milho,AL,Igaci,21-Mar,10-Jul
Milho,AL,Igaci,21-Mar,20-Jun
Milho,AL,Igaci,21-Mar,10-Jun
Milho,AL,Igreja Nova,11-Mar,20-Jul
Milho,AL,Igreja Nova,11-Mar,30-Jun
Milho,AL,Igreja Nova,11-Mar,20-Jun
Milho,AL,Inhapi,11-Apr,31-May
Milho,AL,Inhapi,01-Apr,30-Apr
Milho,AL,Inhapi,21-Mar,10-Apr
Milho,AL,Jacaré dos Homens,21-Mar,20-Jun
Milho,AL,Jacaré dos Homens,21-Mar,10-Jun
Milho,AL,Jacaré dos Homens,21-Mar,20-May
Milho,AL,Jacuípe,01-Feb,20-Jul
Milho,AL,Jacuípe,01-Feb,30-Jun
Milho,AL,Jacuípe,01-Feb,20-Jun
Milho,AL,Japaratinga,01-Feb,20-Jul
Milho,AL,Japaratinga,01-Feb,10-Jul
Milho,AL,Japaratinga,01-Feb,20-Jun
Milho,AL,Jaramataia,21-Mar,30-Jun
Milho,AL,Jaramataia,21-Mar,10-Jun
Milho,AL,Jaramataia,21-Mar,31-May
Milho,AL,Jequiá da Praia,11-Mar,20-Jul
Milho,AL,Jequiá da Praia,11-Mar,30-Jun
Milho,AL,Jequiá da Praia,11-Mar,20-Jun
Milho,AL,Joaquim Gomes,11-Feb,20-Jul
Milho,AL,Joaquim Gomes,11-Feb,30-Jun
Milho,AL,Joaquim Gomes,11-Feb,20-Jun
Milho,AL,Jundiá,01-Feb,20-Jul
Milho,AL,Jundiá,11-Feb,30-Jun
Milho,AL,Jundiá,11-Feb,20-Jun
Milho,AL,Junqueiro,11-Mar,20-Jul
Milho,AL,Junqueiro,11-Mar,30-Jun
Milho,AL,Junqueiro,11-Mar,20-Jun
Milho,AL,Lagoa da Canoa,21-Mar,10-Jul
Milho,AL,Lagoa da Canoa,21-Mar,20-Jun
Milho,AL,Lagoa da Canoa,21-Mar,10-Jun
Milho,AL,Limoeiro de Anadia,11-Mar,20-Jul
Milho,AL,Limoeiro de Anadia,11-Mar,30-Jun
Milho,AL,Limoeiro de Anadia,11-Mar,10-Jun
Milho,AL,Maceió,11-Feb,20-Jul
Milho,AL,Maceió,11-Feb,10-Jul
Milho,AL,Maceió,11-Feb,20-Jun
Milho,AL,Major Isidoro,21-Mar,30-Jun
Milho,AL,Major Isidoro,21-Mar,10-Jun
Milho,AL,Major Isidoro,21-Mar,31-May
Milho,AL,Mar Vermelho,11-Mar,10-Jul
Milho,AL,Mar Vermelho,11-Mar,30-Jun
Milho,AL,Mar Vermelho,11-Mar,10-Jun
Milho,AL,Maragogi,01-Feb,20-Jul
Milho,AL,Maragogi,01-Feb,30-Jun
Milho,AL,Maragogi,01-Feb,20-Jun
Milho,AL,Maravilha,21-Mar,10-Jun
Milho,AL,Maravilha,11-Mar,20-May
Milho,AL,Maravilha,11-Mar,30-Apr
Milho,AL,Marechal Deodoro,11-Mar,20-Jul
Milho,AL,Marechal Deodoro,21-Feb,10-Jul
Milho,AL,Marechal Deodoro,21-Feb,20-Jun
Milho,AL,Maribondo,11-Mar,20-Jul
Milho,AL,Maribondo,11-Mar,30-Jun
Milho,AL,Maribondo,11-Mar,20-Jun
Milho,AL,Mata Grande,-,-
Milho,AL,Matriz de Camaragibe,01-Feb,20-Jul
Milho,AL,Matriz de Camaragibe,11-Feb,10-Jul
Milho,AL,Matriz de Camaragibe,11-Feb,20-Jun
Milho,AL,Messias,11-Feb,20-Jul
Milho,AL,Messias,11-Feb,10-Jul
Milho,AL,Messias,11-Feb,20-Jun
Milho,AL,Minador do Negrão,21-Mar,30-Jun
Milho,AL,Minador do Negrão,21-Mar,10-Jun
Milho,AL,Minador do Negrão,21-Mar,31-May
Milho,AL,Monteirópolis,21-Mar,20-Jun
Milho,AL,Monteirópolis,21-Mar,31-May
Milho,AL,Monteirópolis,21-Mar,20-May
Milho,AL,Murici,11-Feb,20-Jul
Milho,AL,Murici,11-Feb,30-Jun
Milho,AL,Murici,11-Feb,20-Jun
Milho,AL,Novo Lino,01-Feb,20-Jul
Milho,AL,Novo Lino,11-Feb,30-Jun
Milho,AL,Novo Lino,11-Feb,20-Jun
Milho,AL,Olho D'Água das Flores,21-Mar,20-Jun
Milho,AL,Olho D'Água das Flores,21-Mar,31-May
Milho,AL,Olho D'Água das Flores,21-Mar,20-May
Milho,AL,Olho D'Água do Casado,11-Apr,31-May
Milho,AL,Olho D'Água do Casado,01-Apr,30-Apr
Milho,AL,Olho D'Água do Casado,21-Mar,10-Apr
Milho,AL,Olho D'Água Grande,21-Mar,10-Jul
Milho,AL,Olho D'Água Grande,21-Mar,30-Jun
Milho,AL,Olho D'Água Grande,21-Mar,10-Jun
Milho,AL,Olivença,21-Mar,20-Jun
Milho,AL,Olivença,21-Mar,31-May
Milho,AL,Olivença,21-Mar,20-May
Milho,AL,Ouro Branco,01-Apr,31-May
Milho,AL,Ouro Branco,11-Mar,20-May
Milho,AL,Ouro Branco,11-Mar,30-Apr
Milho,AL,Palestina,21-Mar,20-Jun
Milho,AL,Palestina,21-Mar,31-May
Milho,AL,Palestina,21-Mar,20-May
Milho,AL,Palmeira dos Índios,11-Mar,10-Jul
Milho,AL,Palmeira dos Índios,11-Mar,30-Jun
Milho,AL,Palmeira dos Índios,21-Mar,10-Jun
Milho,AL,Pão de Açúcar,21-Mar,20-Jun
Milho,AL,Pão de Açúcar,21-Mar,31-May
Milho,AL,Pão de Açúcar,21-Mar,20-May
Milho,AL,Pariconha,-,-
Milho,AL,Paripueira,11-Feb,20-Jul
Milho,AL,Paripueira,11-Feb,10-Jul
Milho,AL,Paripueira,11-Feb,20-Jun
Milho,AL,Passo de Camaragibe,01-Feb,20-Jul
Milho,AL,Passo de Camaragibe,11-Feb,10-Jul
Milho,AL,Passo de Camaragibe,11-Feb,20-Jun
Milho,AL,Paulo Jacinto,11-Mar,10-Jul
Milho,AL,Paulo Jacinto,11-Mar,30-Jun
Milho,AL,Paulo Jacinto,11-Mar,10-Jun
Milho,AL,Penedo,11-Mar,20-Jul
Milho,AL,Penedo,11-Mar,30-Jun
Milho,AL,Penedo,11-Mar,20-Jun
Milho,AL,Piaçabuçu,11-Mar,20-Jul
Milho,AL,Piaçabuçu,11-Mar,10-Jul
Milho,AL,Piaçabuçu,11-Mar,20-Jun
Milho,AL,Pilar,11-Mar,20-Jul
Milho,AL,Pilar,11-Mar,10-Jul
Milho,AL,Pilar,11-Mar,20-Jun
Milho,AL,Pindoba,11-Mar,20-Jul
Milho,AL,Pindoba,11-Mar,30-Jun
Milho,AL,Pindoba,11-Mar,10-Jun
Milho,AL,Piranhas,01-Apr,31-May
Milho,AL,Piranhas,21-Mar,20-May
Milho,AL,Piranhas,21-Mar,20-Apr
Milho,AL,Poço das Trincheiras,21-Mar,10-Jun
Milho,AL,Poço das Trincheiras,11-Mar,20-May
Milho,AL,Poço das Trincheiras,11-Mar,10-May
Milho,AL,Porto Calvo,01-Feb,20-Jul
Milho,AL,Porto Calvo,01-Feb,30-Jun
Milho,AL,Porto Calvo,01-Feb,20-Jun
Milho,AL,Porto de Pedras,01-Feb,20-Jul
Milho,AL,Porto de Pedras,01-Feb,10-Jul
Milho,AL,Porto de Pedras,11-Feb,20-Jun
Milho,AL,Porto Real do Colégio,11-Mar,10-Jul
Milho,AL,Porto Real do Colégio,21-Mar,30-Jun
Milho,AL,Porto Real do Colégio,11-Mar,10-Jun
Milho,AL,Quebrangulo,11-Mar,10-Jul
Milho,AL,Quebrangulo,11-Mar,30-Jun
Milho,AL,Quebrangulo,11-Mar,10-Jun
Milho,AL,Rio Largo,11-Feb,20-Jul
Milho,AL,Rio Largo,11-Feb,10-Jul
Milho,AL,Rio Largo,11-Feb,20-Jun
Milho,AL,Roteiro,11-Mar,20-Jul
Milho,AL,Roteiro,11-Mar,10-Jul
Milho,AL,Roteiro,11-Mar,20-Jun
Milho,AL,Santa Luzia do Norte,21-Feb,20-Jul
Milho,AL,Santa Luzia do Norte,11-Feb,10-Jul
Milho,AL,Santa Luzia do Norte,21-Feb,20-Jun
Milho,AL,Santana do Ipanema,21-Mar,20-Jun
Milho,AL,Santana do Ipanema,21-Mar,31-May
Milho,AL,Santana do Ipanema,21-Mar,10-May
Milho,AL,Santana do Mundaú,11-Feb,20-Jul
Milho,AL,Santana do Mundaú,11-Feb,30-Jun
Milho,AL,Santana do Mundaú,11-Feb,10-Jun
Milho,AL,São Brás,21-Mar,10-Jul
Milho,AL,São Brás,21-Mar,30-Jun
Milho,AL,São Brás,21-Mar,10-Jun
Milho,AL,São José da Laje,11-Feb,20-Jul
Milho,AL,São José da Laje,11-Feb,30-Jun
Milho,AL,São José da Laje,11-Feb,10-Jun
Milho,AL,São José da Tapera,21-Mar,10-Jun
Milho,AL,São José da Tapera,21-Mar,31-May
Milho,AL,São José da Tapera,21-Mar,10-May
Milho,AL,São Luís do Quitunde,11-Feb,20-Jul
Milho,AL,São Luís do Quitunde,11-Feb,10-Jul
Milho,AL,São Luís do Quitunde,11-Feb,20-Jun
Milho,AL,São Miguel dos Campos,11-Mar,20-Jul
Milho,AL,São Miguel dos Campos,11-Mar,30-Jun
Milho,AL,São Miguel dos Campos,11-Mar,20-Jun
Milho,AL,São Miguel dos Milagres,01-Feb,20-Jul
Milho,AL,São Miguel dos Milagres,01-Feb,10-Jul
Milho,AL,São Miguel dos Milagres,11-Feb,20-Jun
Milho,AL,São Sebastião,11-Mar,10-Jul
Milho,AL,São Sebastião,11-Mar,30-Jun
Milho,AL,São Sebastião,11-Mar,10-Jun
Milho,AL,Satuba,11-Feb,20-Jul
Milho,AL,Satuba,11-Feb,10-Jul
Milho,AL,Satuba,21-Feb,20-Jun
Milho,AL,Senador Rui Palmeira,21-Mar,10-Jun
Milho,AL,Senador Rui Palmeira,21-Mar,20-May
Milho,AL,Senador Rui Palmeira,11-Mar,30-Apr
Milho,AL,Tanque D'Arca,11-Mar,10-Jul
Milho,AL,Tanque D'Arca,11-Mar,30-Jun
Milho,AL,Tanque D'Arca,11-Mar,10-Jun
Milho,AL,Taquarana,11-Mar,10-Jul
Milho,AL,Taquarana,11-Mar,30-Jun
Milho,AL,Taquarana,11-Mar,10-Jun
Milho,AL,Teotônio Vilela,11-Mar,20-Jul
Milho,AL,Teotônio Vilela,11-Mar,30-Jun
Milho,AL,Teotônio Vilela,11-Mar,20-Jun
Milho,AL,Traipu,21-Mar,10-Jul
Milho,AL,Traipu,21-Mar,20-Jun
Milho,AL,Traipu,21-Mar,10-Jun
Milho,AL,União dos Palmares,11-Feb,20-Jul
Milho,AL,União dos Palmares,11-Feb,30-Jun
Milho,AL,União dos Palmares,11-Feb,20-Jun
Milho,AL,Viçosa,11-Mar,20-Jul
Milho,AL,Viçosa,11-Mar,30-Jun
Milho,AL,Viçosa,11-Mar,10-Jun
Milho,AM,Alvarães,01-Sep,31-May
Milho,AM,Alvarães,01-Sep,31-May
Milho,AM,Alvarães,01-Sep,31-May
Milho,AM,Amaturá,01-Sep,31-May
Milho,AM,Amaturá,01-Sep,31-May
Milho,AM,Amaturá,01-Sep,31-May
Milho,AM,Anamã,01-Sep,31-May
Milho,AM,Anamã,01-Sep,10-May
Milho,AM,Anamã,01-Sep,30-Apr
Milho,AM,Anori,01-Sep,31-May
Milho,AM,Anori,01-Sep,10-May
Milho,AM,Anori,01-Sep,30-Apr
Milho,AM,Apuí,01-Sep,10-Apr
Milho,AM,Apuí,01-Sep,31-Mar
Milho,AM,Apuí,01-Sep,20-Mar
Milho,AM,Atalaia do Norte,01-Sep,31-May
Milho,AM,Atalaia do Norte,01-Sep,31-May
Milho,AM,Atalaia do Norte,01-Sep,31-May
Milho,AM,Autazes,01-Sep,31-May
Milho,AM,Autazes,01-Sep,10-May
Milho,AM,Autazes,01-Sep,20-Apr
Milho,AM,Barcelos,01-Sep,31-May
Milho,AM,Barcelos,01-Sep,31-May
Milho,AM,Barcelos,01-Sep,31-May
Milho,AM,Barreirinha,21-Sep,31-May
Milho,AM,Barreirinha,11-Sep,20-May
Milho,AM,Barreirinha,01-Sep,30-Apr
Milho,AM,Benjamin Constant,01-Sep,31-May
Milho,AM,Benjamin Constant,01-Sep,31-May
Milho,AM,Benjamin Constant,01-Sep,31-May
Milho,AM,Beruri,01-Sep,31-May
Milho,AM,Beruri,01-Sep,10-May
Milho,AM,Beruri,01-Sep,30-Apr
Milho,AM,Boa Vista do Ramos,11-Sep,31-May
Milho,AM,Boa Vista do Ramos,11-Sep,20-May
Milho,AM,Boa Vista do Ramos,01-Sep,30-Apr
Milho,AM,Boca do Acre,01-Sep,10-Apr
Milho,AM,Boca do Acre,01-Sep,20-Mar
Milho,AM,Boca do Acre,01-Sep,10-Mar
Milho,AM,Borba,01-Sep,20-May
Milho,AM,Borba,01-Sep,30-Apr
Milho,AM,Borba,01-Sep,20-Apr
Milho,AM,Caapiranga,01-Sep,31-May
Milho,AM,Caapiranga,01-Sep,10-May
Milho,AM,Caapiranga,01-Sep,30-Apr
Milho,AM,Canutama,01-Sep,20-Apr
Milho,AM,Canutama,01-Sep,31-Mar
Milho,AM,Canutama,01-Sep,10-Mar
Milho,AM,Carauari,01-Sep,31-May
Milho,AM,Carauari,01-Sep,31-May
Milho,AM,Carauari,01-Sep,31-May
Milho,AM,Careiro,01-Sep,31-May
Milho,AM,Careiro,01-Sep,10-May
Milho,AM,Careiro,01-Sep,30-Apr
Milho,AM,Careiro da Várzea,11-Sep,31-May
Milho,AM,Careiro da Várzea,01-Sep,10-May
Milho,AM,Careiro da Várzea,01-Sep,30-Apr
Milho,AM,Coari,01-Sep,31-May
Milho,AM,Coari,01-Sep,20-May
Milho,AM,Coari,01-Sep,20-May
Milho,AM,Codajás,01-Sep,31-May
Milho,AM,Codajás,01-Sep,20-May
Milho,AM,Codajás,01-Sep,20-May
Milho,AM,Eirunepé,01-Sep,20-May
Milho,AM,Eirunepé,01-Sep,30-Apr
Milho,AM,Eirunepé,01-Sep,10-Apr
Milho,AM,Envira,01-Sep,30-Apr
Milho,AM,Envira,01-Sep,20-Apr
Milho,AM,Envira,01-Sep,31-Mar
Milho,AM,Fonte Boa,01-Sep,31-May
Milho,AM,Fonte Boa,01-Sep,31-May
Milho,AM,Fonte Boa,01-Sep,31-May
Milho,AM,Guajará,01-Sep,20-May
Milho,AM,Guajará,01-Sep,30-Apr
Milho,AM,Guajará,01-Sep,20-Apr
Milho,AM,Humaitá,01-Sep,20-Apr
Milho,AM,Humaitá,01-Sep,31-Mar
Milho,AM,Humaitá,01-Sep,20-Mar
Milho,AM,Ipixuna,01-Sep,20-May
Milho,AM,Ipixuna,01-Sep,30-Apr
Milho,AM,Ipixuna,01-Sep,10-Apr
Milho,AM,Iranduba,01-Sep,31-May
Milho,AM,Iranduba,01-Sep,10-May
Milho,AM,Iranduba,01-Sep,30-Apr
Milho,AM,Itacoatiara,11-Sep,31-May
Milho,AM,Itacoatiara,01-Sep,10-May
Milho,AM,Itacoatiara,01-Sep,30-Apr
Milho,AM,Itamarati,01-Sep,20-May
Milho,AM,Itamarati,01-Sep,30-Apr
Milho,AM,Itamarati,01-Sep,20-Apr
Milho,AM,Itapiranga,21-Sep,31-May
Milho,AM,Itapiranga,11-Sep,20-May
Milho,AM,Itapiranga,01-Sep,30-Apr
Milho,AM,Juruá,01-Sep,31-May
Milho,AM,Juruá,01-Sep,31-May
Milho,AM,Juruá,01-Sep,31-May
Milho,AM,Jutaí,01-Sep,31-May
Milho,AM,Jutaí,01-Sep,31-May
Milho,AM,Jutaí,01-Sep,31-May
Milho,AM,Lábrea,11-Sep,10-Apr
Milho,AM,Lábrea,01-Sep,20-Mar
Milho,AM,Lábrea,01-Sep,10-Mar
Milho,AM,Manacapuru,01-Sep,31-May
Milho,AM,Manacapuru,01-Sep,10-May
Milho,AM,Manacapuru,01-Sep,30-Apr
Milho,AM,Manaquiri,01-Sep,31-May
Milho,AM,Manaquiri,01-Sep,10-May
Milho,AM,Manaquiri,01-Sep,30-Apr
Milho,AM,Manaus,01-Sep,31-May
Milho,AM,Manaus,01-Sep,10-May
Milho,AM,Manaus,01-Sep,30-Apr
Milho,AM,Manicoré,01-Sep,30-Apr
Milho,AM,Manicoré,01-Sep,10-Apr
Milho,AM,Manicoré,01-Sep,31-Mar
Milho,AM,Maraã,01-Sep,31-May
Milho,AM,Maraã,01-Sep,31-May
Milho,AM,Maraã,01-Sep,31-May
Milho,AM,Maués,01-Sep,31-May
Milho,AM,Maués,01-Sep,10-May
Milho,AM,Maués,01-Sep,30-Apr
Milho,AM,Nhamundá,01-Oct,31-May
Milho,AM,Nhamundá,21-Sep,20-May
Milho,AM,Nhamundá,11-Sep,30-Apr
Milho,AM,Nova Olinda do Norte,11-Sep,31-May
Milho,AM,Nova Olinda do Norte,01-Sep,10-May
Milho,AM,Nova Olinda do Norte,01-Sep,20-Apr
Milho,AM,Novo Airão,01-Sep,31-May
Milho,AM,Novo Airão,01-Sep,20-May
Milho,AM,Novo Airão,01-Sep,10-May
Milho,AM,Novo Aripuanã,01-Sep,20-Apr
Milho,AM,Novo Aripuanã,01-Sep,10-Apr
Milho,AM,Novo Aripuanã,01-Sep,20-Mar
Milho,AM,Parintins,01-Oct,31-May
Milho,AM,Parintins,21-Sep,20-May
Milho,AM,Parintins,01-Sep,30-Apr
Milho,AM,Pauini,01-Sep,30-Apr
Milho,AM,Pauini,01-Sep,10-Apr
Milho,AM,Pauini,01-Sep,20-Mar
Milho,AM,Presidente Figueiredo,11-Sep,31-May
Milho,AM,Presidente Figueiredo,01-Sep,31-May
Milho,AM,Presidente Figueiredo,01-Sep,20-May
Milho,AM,Rio Preto da Eva,11-Sep,31-May
Milho,AM,Rio Preto da Eva,01-Sep,20-May
Milho,AM,Rio Preto da Eva,01-Sep,30-Apr
Milho,AM,Santa Isabel do Rio Negro,01-Sep,31-May
Milho,AM,Santa Isabel do Rio Negro,01-Sep,31-May
Milho,AM,Santa Isabel do Rio Negro,01-Sep,31-May
Milho,AM,Santo Antônio do Içá,01-Sep,31-May
Milho,AM,Santo Antônio do Içá,01-Sep,31-May
Milho,AM,Santo Antônio do Içá,01-Sep,31-May
Milho,AM,São Gabriel da Cachoeira,01-Sep,31-May
Milho,AM,São Gabriel da Cachoeira,01-Sep,31-May
Milho,AM,São Gabriel da Cachoeira,01-Sep,31-May
Milho,AM,São Paulo de Olivença,01-Sep,31-May
Milho,AM,São Paulo de Olivença,01-Sep,31-May
Milho,AM,São Paulo de Olivença,01-Sep,31-May
Milho,AM,São Sebastião do Uatumã,21-Sep,31-May
Milho,AM,São Sebastião do Uatumã,11-Sep,20-May
Milho,AM,São Sebastião do Uatumã,01-Sep,30-Apr
Milho,AM,Silves,11-Sep,31-May
Milho,AM,Silves,01-Sep,20-May
Milho,AM,Silves,01-Sep,30-Apr
Milho,AM,Tabatinga,01-Sep,31-May
Milho,AM,Tabatinga,01-Sep,31-May
Milho,AM,Tabatinga,01-Sep,31-May
Milho,AM,Tapauá,01-Sep,30-Apr
Milho,AM,Tapauá,01-Sep,10-Apr
Milho,AM,Tapauá,01-Sep,31-Mar
Milho,AM,Tefé,01-Sep,31-May
Milho,AM,Tefé,01-Sep,31-May
Milho,AM,Tefé,01-Sep,31-May
Milho,AM,Tonantins,01-Sep,31-May
Milho,AM,Tonantins,01-Sep,31-May
