Cultura,UF,Município,Inicio,Termino
Arroz,GO,Aporé,01-Oct,31-Jan
Arroz,GO,Araçu,01-Oct,31-Jan
Arroz,GO,Aragarças,11-Oct,31-Jan
Arroz,GO,Aragoiania,01-Oct,31-Jan
Arroz,GO,Araguapaz,01-Oct,31-Jan
Arroz,GO,Arenópolis,01-Oct,31-Jan
Arroz,GO,Aruanã,11-Oct,31-Jan
Arroz,GO,Aurilândia,01-Oct,31-Jan
Arroz,GO,Avelinópolis,01-Oct,31-Jan
Arroz,GO,Baliza,01-Oct,31-Jan
Arroz,GO,Barro Alto,01-Oct,31-Jan
Arroz,GO,Bela Vista de Goiás,01-Oct,31-Jan
Arroz,GO,Bom Jardim de Goiás,11-Oct,31-Jan
Arroz,GO,Bom Jesus de Goiás,01-Oct,31-Jan
Arroz,GO,Bonfinópolis,01-Oct,31-Jan
Arroz,GO,Bonópolis,11-Oct,31-Jan
Arroz,GO,Brazabrantes,01-Oct,31-Jan
Arroz,GO,Britânia,11-Oct,31-Jan
Arroz,GO,Buriti Alegre,01-Oct,31-Jan
Arroz,GO,Buriti de Goiás,01-Oct,31-Jan
Arroz,GO,Buritinópolis,21-Oct,31-Jan
Arroz,GO,Cabeceiras,11-Oct,31-Jan
Arroz,GO,Cachoeira Alta,01-Oct,31-Jan
Arroz,GO,Cachoeira de Goiás,01-Oct,31-Jan
Arroz,GO,Cachoeira Dourada,01-Oct,31-Jan
Arroz,GO,Caçu,01-Oct,31-Jan
Arroz,GO,Caiapônia,01-Oct,31-Jan
Arroz,GO,Caldas Novas,01-Oct,31-Jan
Arroz,GO,Caldazinha,01-Oct,31-Jan
Arroz,GO,Campestre de Goiás,01-Oct,31-Jan
Arroz,GO,Campinaçu,11-Oct,31-Jan
Arroz,GO,Campinorte,11-Oct,31-Jan
Arroz,GO,Campo Alegre de Goiás,01-Oct,31-Jan
Arroz,GO,Campo Limpo de Goiás,01-Oct,31-Jan
Arroz,GO,Campos Belos,21-Oct,31-Jan
Arroz,GO,Campos Verdes,11-Oct,31-Jan
Arroz,GO,Carmo do Rio Verde,01-Oct,31-Jan
Arroz,GO,Castelândia,01-Oct,31-Jan
Arroz,GO,Catalão,01-Oct,31-Jan
Arroz,GO,Caturaí,01-Oct,31-Jan
Arroz,GO,Cavalcante,11-Oct,31-Jan
Arroz,GO,Ceres,01-Oct,31-Jan
Arroz,GO,Cezarina,01-Oct,31-Jan
Arroz,GO,Chapadão do Céu,01-Oct,31-Jan
Arroz,GO,Cidade Ocidental,01-Oct,31-Jan
Arroz,GO,Cocalzinho de Goiás,01-Oct,31-Jan
Arroz,GO,Colinas do Sul,11-Oct,31-Jan
Arroz,GO,Córrego do Ouro,01-Oct,31-Jan
Arroz,GO,Corumbá de Goiás,01-Oct,31-Jan
Arroz,GO,Corumbaíba,01-Oct,31-Jan
Arroz,GO,Cristalina,01-Oct,31-Jan
Arroz,GO,Cristianópolis,01-Oct,31-Jan
Arroz,GO,Crixás,11-Oct,31-Jan
Arroz,GO,Cromínia,01-Oct,31-Jan
Arroz,GO,Cumari,01-Oct,31-Jan
Arroz,GO,Damianópolis,21-Oct,31-Jan
Arroz,GO,Damolândia,01-Oct,31-Jan
Arroz,GO,Davinópolis,01-Oct,31-Jan
Arroz,GO,Diorama,11-Oct,31-Jan
Arroz,GO,Divinópolis de Goiás,21-Oct,31-Jan
Arroz,GO,Doverlândia,01-Oct,31-Jan
Arroz,GO,Edealina,01-Oct,31-Jan
Arroz,GO,Edéia,01-Oct,31-Jan
Arroz,GO,Estrela do Norte,11-Oct,31-Jan
Arroz,GO,Faina,01-Oct,31-Jan
Arroz,GO,Fazenda Nova,01-Oct,31-Jan
Arroz,GO,Firminópolis,01-Oct,31-Jan
Arroz,GO,Flores de Goiás,21-Oct,31-Jan
Arroz,GO,Formosa,11-Oct,31-Jan
Arroz,GO,Formoso,11-Oct,31-Jan
Arroz,GO,Gameleira de Goiás,01-Oct,31-Jan
Arroz,GO,Goianápolis,01-Oct,31-Jan
Arroz,GO,Goiandira,01-Oct,31-Jan
Arroz,GO,Goianésia,01-Oct,31-Jan
Arroz,GO,Goiânia,01-Oct,31-Jan
Arroz,GO,Goianira,01-Oct,31-Jan
Arroz,GO,Goiás,01-Oct,31-Jan
Arroz,GO,Goiatuba,01-Oct,31-Jan
Arroz,GO,Gouvelândia,01-Oct,31-Jan
Arroz,GO,Guapó,01-Oct,31-Jan
Arroz,GO,Guaraíta,01-Oct,31-Jan
Arroz,GO,Guarani de Goiás,21-Oct,31-Jan
Arroz,GO,Guarinos,11-Oct,31-Jan
Arroz,GO,Heitoraí,01-Oct,31-Jan
Arroz,GO,Hidrolândia,01-Oct,31-Jan
Arroz,GO,Hidrolina,11-Oct,31-Jan
Arroz,GO,Iaciara,21-Oct,31-Jan
Arroz,GO,Inaciolândia,01-Oct,31-Jan
Arroz,GO,Indiara,01-Oct,31-Jan
Arroz,GO,Inhumas,01-Oct,31-Jan
Arroz,GO,Ipameri,01-Oct,31-Jan
Arroz,GO,Ipiranga de Goiás,01-Oct,31-Jan
Arroz,GO,Iporá,01-Oct,31-Jan
Arroz,GO,Israelândia,01-Oct,31-Jan
Arroz,GO,Itaberaí,01-Oct,31-Jan
Arroz,GO,Itaguari,01-Oct,31-Jan
Arroz,GO,Itaguaru,01-Oct,31-Jan
Arroz,GO,Itajá,01-Oct,31-Jan
Arroz,GO,Itapaci,01-Oct,31-Jan
Arroz,GO,Itapirapuã,01-Oct,31-Jan
Arroz,GO,Itapuranga,01-Oct,31-Jan
Arroz,GO,Itarumã,01-Oct,31-Jan
Arroz,GO,Itauçu,01-Oct,31-Jan
Arroz,GO,Itumbiara,01-Oct,31-Jan
Arroz,GO,Ivolândia,01-Oct,31-Jan
Arroz,GO,Jandaia,01-Oct,31-Jan
Arroz,GO,Jaraguá,01-Oct,31-Jan
Arroz,GO,Jataí,01-Oct,31-Jan
Arroz,GO,Jaupaci,01-Oct,31-Jan
Arroz,GO,Jesúpolis,01-Oct,31-Jan
Arroz,GO,Joviânia,01-Oct,31-Jan
Arroz,GO,Jussara,11-Oct,31-Jan
Arroz,GO,Lagoa Santa,01-Oct,31-Jan
Arroz,GO,Leopoldo de Bulhões,01-Oct,31-Jan
Arroz,GO,Luziânia,01-Oct,31-Jan
Arroz,GO,Mairipotaba,01-Oct,31-Jan
Arroz,GO,Mambaí,21-Oct,31-Jan
Arroz,GO,Mara Rosa,11-Oct,31-Jan
Arroz,GO,Marzagão,01-Oct,31-Jan
Arroz,GO,Matrinchã,11-Oct,31-Jan
Arroz,GO,Maurilândia,01-Oct,31-Jan
Arroz,GO,Mimoso de Goiás,11-Oct,31-Jan
Arroz,GO,Minaçu,11-Oct,31-Jan
Arroz,GO,Mineiros,01-Oct,31-Jan
Arroz,GO,Moiporá,01-Oct,31-Jan
Arroz,GO,Monte Alegre de Goiás,21-Oct,31-Jan
Arroz,GO,Montes Claros de Goiás,11-Oct,31-Jan
Arroz,GO,Montividiu,01-Oct,31-Jan
Arroz,GO,Montividiu do Norte,11-Oct,31-Jan
Arroz,GO,Morrinhos,01-Oct,31-Jan
Arroz,GO,Morro Agudo de Goiás,01-Oct,31-Jan
Arroz,GO,Mossâmedes,01-Oct,31-Jan
Arroz,GO,Mozarlândia,11-Oct,31-Jan
Arroz,GO,Mundo Novo,11-Oct,31-Jan
Arroz,GO,Mutunópolis,11-Oct,31-Jan
Arroz,GO,Nazário,01-Oct,31-Jan
Arroz,GO,Nerópolis,01-Oct,31-Jan
Arroz,GO,Niquelândia,11-Oct,31-Jan
Arroz,GO,Nova América,01-Oct,31-Jan
Arroz,GO,Nova Aurora,01-Oct,31-Jan
Arroz,GO,Nova Crixás,11-Oct,31-Jan
Arroz,GO,Nova Glória,01-Oct,31-Jan
Arroz,GO,Nova Iguaçu de Goiás,11-Oct,31-Jan
Arroz,GO,Nova Roma,21-Oct,31-Jan
Arroz,GO,Nova Veneza,01-Oct,31-Jan
Arroz,GO,Novo Brasil,01-Oct,31-Jan
Arroz,GO,Novo Gama,01-Oct,31-Jan
Arroz,GO,Novo Planalto,11-Oct,31-Jan
Arroz,GO,Orizona,01-Oct,31-Jan
Arroz,GO,Ouro Verde de Goiás,01-Oct,31-Jan
Arroz,GO,Ouvidor,01-Oct,31-Jan
Arroz,GO,Padre Bernardo,01-Oct,31-Jan
Arroz,GO,Palestina de Goiás,01-Oct,31-Jan
Arroz,GO,Palmeiras de Goiás,01-Oct,31-Jan
Arroz,GO,Palmelo,01-Oct,31-Jan
Arroz,GO,Palminópolis,01-Oct,31-Jan
Arroz,GO,Panamá,01-Oct,31-Jan
Arroz,GO,Paranaiguara,01-Oct,31-Jan
Arroz,GO,Paraúna,01-Oct,31-Jan
Arroz,GO,Perolândia,01-Oct,31-Jan
Arroz,GO,Petrolina de Goiás,01-Oct,31-Jan
Arroz,GO,Pilar de Goiás,11-Oct,31-Jan
Arroz,GO,Piracanjuba,01-Oct,31-Jan
Arroz,GO,Piranhas,01-Oct,31-Jan
Arroz,GO,Pirenópolis,01-Oct,31-Jan
Arroz,GO,Pires do Rio,01-Oct,31-Jan
Arroz,GO,Planaltina,01-Oct,31-Jan
Arroz,GO,Pontalina,01-Oct,31-Jan
Arroz,GO,Porangatu,11-Oct,31-Jan
Arroz,GO,Porteirão,01-Oct,31-Jan
Arroz,GO,Portelândia,01-Oct,31-Jan
Arroz,GO,Posse,21-Oct,31-Jan
Arroz,GO,Professor Jamil,01-Oct,31-Jan
Arroz,GO,Quirinópolis,01-Oct,31-Jan
Arroz,GO,Rialma,01-Oct,31-Jan
Arroz,GO,Rianápolis,01-Oct,31-Jan
Arroz,GO,Rio Quente,01-Oct,31-Jan
Arroz,GO,Rio Verde,01-Oct,31-Jan
Arroz,GO,Rubiataba,01-Oct,31-Jan
Arroz,GO,Sanclerlândia,01-Oct,31-Jan
Arroz,GO,Santa Bárbara de Goiás,01-Oct,31-Jan
Arroz,GO,Santa Cruz de Goiás,01-Oct,31-Jan
Arroz,GO,Santa Fé de Goiás,11-Oct,31-Jan
Arroz,GO,Santa Helena de Goiás,01-Oct,31-Jan
Arroz,GO,Santa Isabel,01-Oct,31-Jan
Arroz,GO,Santa Rita do Araguaia,01-Oct,31-Jan
Arroz,GO,Santa Rita do Novo Destino,01-Oct,31-Jan
Arroz,GO,Santa Rosa de Goiás,01-Oct,31-Jan
Arroz,GO,Santa Tereza de Goiás,11-Oct,31-Jan
Arroz,GO,Santa Terezinha de Goiás,11-Oct,31-Jan
Arroz,GO,Santo Antônio da Barra,01-Oct,31-Jan
Arroz,GO,Santo Antônio de Goiás,01-Oct,31-Jan
Arroz,GO,Santo Antônio do Descoberto,01-Oct,31-Jan
Arroz,GO,São Domingos,21-Oct,31-Jan
Arroz,GO,São Francisco de Goiás,01-Oct,31-Jan
Arroz,GO,São João D'Aliança,11-Oct,31-Jan
Arroz,GO,São João da Paraúna,01-Oct,31-Jan
Arroz,GO,São Luís de Montes Belos,01-Oct,31-Jan
Arroz,GO,São Luiz do Norte,01-Oct,31-Jan
Arroz,GO,São Miguel do Araguaia,11-Oct,31-Jan
Arroz,GO,São Miguel do Passa Quatro,01-Oct,31-Jan
Arroz,GO,São Patrício,01-Oct,31-Jan
Arroz,GO,São Simão,01-Oct,31-Jan
Arroz,GO,Senador Canedo,01-Oct,31-Jan
Arroz,GO,Serranópolis,01-Oct,31-Jan
Arroz,GO,Silvânia,01-Oct,31-Jan
Arroz,GO,Simolândia,21-Oct,31-Jan
Arroz,GO,Sítio D'Abadia,21-Oct,31-Jan
Arroz,GO,Taquaral de Goiás,01-Oct,31-Jan
Arroz,GO,Teresina de Goiás,11-Oct,31-Jan
Arroz,GO,Terezópolis de Goiás,01-Oct,31-Jan
Arroz,GO,Três Ranchos,01-Oct,31-Jan
Arroz,GO,Trindade,01-Oct,31-Jan
Arroz,GO,Trombas,11-Oct,31-Jan
Arroz,GO,Turvânia,01-Oct,31-Jan
Arroz,GO,Turvelândia,01-Oct,31-Jan
Arroz,GO,Uirapuru,11-Oct,31-Jan
Arroz,GO,Uruaçu,11-Oct,31-Jan
Arroz,GO,Uruana,01-Oct,31-Jan
Arroz,GO,Urutaí,01-Oct,31-Jan
Arroz,GO,Valparaíso de Goiás,01-Oct,31-Jan
Arroz,GO,Varjão,01-Oct,31-Jan
Arroz,GO,Vianópolis,01-Oct,31-Jan
Arroz,GO,Vicentinópolis,01-Oct,31-Jan
Arroz,GO,Vila Boa,11-Oct,31-Jan
Arroz,GO,Vila Propício,01-Oct,31-Jan
Arroz,MA,Açailândia,11-Nov,28-Feb
Arroz,MA,Afonso Cunha,21-Dec,28-Feb
Arroz,MA,Água Doce do Maranhão,01-Jan,28-Feb
Arroz,MA,Alcântara,01-Jan,28-Feb
Arroz,MA,Aldeias Altas,11-Dec,28-Feb
Arroz,MA,Altamira do Maranhão,01-Dec,28-Feb
Arroz,MA,Alto Alegre do Maranhão,11-Dec,28-Feb
Arroz,MA,Alto Alegre do Pindaré,01-Dec,28-Feb
Arroz,MA,Alto Parnaíba,21-Oct,20-Feb
Arroz,MA,Amapá do Maranhão,01-Jan,28-Feb
Arroz,MA,Amarante do Maranhão,11-Nov,28-Feb
Arroz,MA,Anajatuba,21-Dec,28-Feb
Arroz,MA,Anapurus,21-Dec,28-Feb
Arroz,MA,Apicum-Açu,01-Jan,28-Feb
Arroz,MA,Araguanã,21-Dec,28-Feb
Arroz,MA,Araioses,01-Jan,28-Feb
Arroz,MA,Arame,11-Nov,28-Feb
Arroz,MA,Arari,11-Dec,28-Feb
Arroz,MA,Axixá,01-Jan,28-Feb
Arroz,MA,Bacabal,01-Dec,28-Feb
Arroz,MA,Bacabeira,21-Dec,28-Feb
Arroz,MA,Bacuri,01-Jan,28-Feb
Arroz,MA,Bacurituba,01-Jan,28-Feb
Arroz,MA,Balsas,21-Oct,28-Feb
Arroz,MA,Barão de Grajaú,21-Nov,20-Feb
Arroz,MA,Barra do Corda,11-Nov,28-Feb
Arroz,MA,Barreirinhas,01-Jan,28-Feb
Arroz,MA,Bela Vista do Maranhão,11-Dec,28-Feb
Arroz,MA,Belágua,21-Dec,28-Feb
Arroz,MA,Benedito Leite,01-Nov,20-Feb
Arroz,MA,Bequimão,01-Jan,28-Feb
Arroz,MA,Bernardo do Mearim,01-Dec,28-Feb
Arroz,MA,Boa Vista do Gurupi,21-Dec,28-Feb
Arroz,MA,Bom Jardim,21-Nov,28-Feb
Arroz,MA,Bom Jesus das Selvas,21-Nov,28-Feb
Arroz,MA,Bom Lugar,01-Dec,28-Feb
Arroz,MA,Brejo,21-Dec,28-Feb
Arroz,MA,Brejo de Areia,01-Dec,28-Feb
Arroz,MA,Buriti,21-Dec,28-Feb
Arroz,MA,Buriti Bravo,21-Nov,28-Feb
Arroz,MA,Buriticupu,21-Nov,28-Feb
Arroz,MA,Buritirana,01-Nov,28-Feb
Arroz,MA,Cachoeira Grande,21-Dec,28-Feb
Arroz,MA,Cajapió,21-Dec,28-Feb
Arroz,MA,Cajari,21-Dec,28-Feb
Arroz,MA,Campestre do Maranhão,21-Oct,28-Feb
Arroz,MA,Cândido Mendes,01-Jan,28-Feb
Arroz,MA,Cantanhede,21-Dec,28-Feb
Arroz,MA,Capinzal do Norte,01-Dec,28-Feb
Arroz,MA,Carolina,11-Oct,28-Feb
Arroz,MA,Carutapera,01-Jan,28-Feb
Arroz,MA,Caxias,01-Dec,28-Feb
Arroz,MA,Cedral,01-Jan,28-Feb
Arroz,MA,Central do Maranhão,01-Jan,28-Feb
Arroz,MA,Centro do Guilherme,21-Dec,28-Feb
Arroz,MA,Centro Novo do Maranhão,01-Dec,28-Feb
Arroz,MA,Chapadinha,21-Dec,28-Feb
Arroz,MA,Cidelândia,01-Nov,28-Feb
Arroz,MA,Codó,01-Dec,28-Feb
Arroz,MA,Coelho Neto,21-Dec,28-Feb
Arroz,MA,Colinas,11-Nov,28-Feb
Arroz,MA,Conceição do Lago-Açu,11-Dec,28-Feb
Arroz,MA,Coroatá,11-Dec,28-Feb
Arroz,MA,Cururupu,01-Jan,28-Feb
Arroz,MA,Davinópolis,01-Nov,28-Feb
Arroz,MA,Dom Pedro,21-Nov,28-Feb
Arroz,MA,Duque Bacelar,21-Dec,28-Feb
Arroz,MA,Esperantinópolis,21-Nov,28-Feb
Arroz,MA,Estreito,21-Oct,28-Feb
Arroz,MA,Feira Nova do Maranhão,21-Oct,20-Feb
Arroz,MA,Fernando Falcão,01-Nov,28-Feb
Arroz,MA,Formosa da Serra Negra,01-Nov,28-Feb
Arroz,MA,Fortaleza dos Nogueiras,21-Oct,20-Feb
Arroz,MA,Fortuna,21-Nov,28-Feb
Arroz,MA,Godofredo Viana,01-Jan,28-Feb
Arroz,MA,Gonçalves Dias,21-Nov,28-Feb
Arroz,MA,Governador Archer,01-Dec,28-Feb
Arroz,MA,Governador Edison Lobão,01-Nov,28-Feb
Arroz,MA,Governador Eugênio Barros,21-Nov,28-Feb
Arroz,MA,Governador Luiz Rocha,21-Nov,28-Feb
Arroz,MA,Governador Newton Bello,11-Dec,28-Feb
Arroz,MA,Governador Nunes Freire,21-Dec,28-Feb
Arroz,MA,Graça Aranha,21-Nov,28-Feb
Arroz,MA,Grajaú,01-Nov,28-Feb
Arroz,MA,Guimarães,01-Jan,28-Feb
Arroz,MA,Humberto de Campos,01-Jan,28-Feb
Arroz,MA,Icatu,01-Jan,28-Feb
Arroz,MA,Igarapé do Meio,11-Dec,28-Feb
Arroz,MA,Igarapé Grande,01-Dec,28-Feb
Arroz,MA,Imperatriz,01-Nov,28-Feb
Arroz,MA,Itaipava do Grajaú,11-Nov,28-Feb
Arroz,MA,Itapecuru Mirim,21-Dec,28-Feb
Arroz,MA,Itinga do Maranhão,11-Nov,28-Feb
Arroz,MA,Jatobá,21-Nov,28-Feb
Arroz,MA,Jenipapo dos Vieiras,11-Nov,28-Feb
Arroz,MA,João Lisboa,01-Nov,28-Feb
Arroz,MA,Joselândia,21-Nov,28-Feb
Arroz,MA,Junco do Maranhão,21-Dec,28-Feb
Arroz,MA,Lago da Pedra,21-Nov,28-Feb
Arroz,MA,Lago do Junco,01-Dec,28-Feb
Arroz,MA,Lago dos Rodrigues,01-Dec,28-Feb
Arroz,MA,Lago Verde,01-Dec,28-Feb
Arroz,MA,Lagoa do Mato,21-Nov,28-Feb
Arroz,MA,Lagoa Grande do Maranhão,21-Nov,28-Feb
Arroz,MA,Lajeado Novo,01-Nov,28-Feb
Arroz,MA,Lima Campos,01-Dec,28-Feb
Arroz,MA,Loreto,01-Nov,20-Feb
Arroz,MA,Luís Domingues,01-Jan,28-Feb
Arroz,MA,Magalhães de Almeida,01-Jan,28-Feb
Arroz,MA,Maracaçumé,21-Dec,28-Feb
Arroz,MA,Marajá do Sena,21-Nov,28-Feb
Arroz,MA,Maranhãozinho,21-Dec,28-Feb
Arroz,MA,Mata Roma,21-Dec,28-Feb
Arroz,MA,Matinha,21-Dec,28-Feb
Arroz,MA,Matões,01-Dec,28-Feb
Arroz,MA,Matões do Norte,11-Dec,28-Feb
Arroz,MA,Milagres do Maranhão,21-Dec,28-Feb
Arroz,MA,Mirador,01-Nov,28-Feb
Arroz,MA,Miranda do Norte,21-Dec,28-Feb
Arroz,MA,Mirinzal,01-Jan,28-Feb
Arroz,MA,Monção,11-Dec,28-Feb
Arroz,MA,Montes Altos,01-Nov,28-Feb
Arroz,MA,Morros,01-Jan,28-Feb
Arroz,MA,Nina Rodrigues,21-Dec,28-Feb
Arroz,MA,Nova Colinas,21-Oct,20-Feb
Arroz,MA,Nova Iorque,11-Nov,20-Feb
Arroz,MA,Nova Olinda do Maranhão,11-Dec,28-Feb
Arroz,MA,Olho D'Água das Cunhãs,01-Dec,28-Feb
Arroz,MA,Olinda Nova do Maranhão,21-Dec,28-Feb
Arroz,MA,Paço do Lumiar,01-Jan,28-Feb
Arroz,MA,Palmeirândia,21-Dec,28-Feb
Arroz,MA,Paraibano,11-Nov,28-Feb
Arroz,MA,Parnarama,21-Nov,28-Feb
Arroz,MA,Passagem Franca,11-Nov,28-Feb
Arroz,MA,Pastos Bons,11-Nov,20-Feb
Arroz,MA,Paulino Neves,01-Jan,28-Feb
Arroz,MA,Paulo Ramos,01-Dec,28-Feb
Arroz,MA,Pedreiras,01-Dec,28-Feb
Arroz,MA,Pedro do Rosário,21-Dec,28-Feb
Arroz,MA,Penalva,21-Dec,28-Feb
